名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
望湘园,望湘园（上海）餐饮管理股份有限公司,"""公司成立于2008年,公司作为中式餐饮服务连锁企业,主要提供以望湘园、旺池品牌为代表的特色精品正餐服务,以及以百春原品牌为代表的特色快餐服务。公司产品涵盖湘、川、粤等特色菜系。公司主营湘、川、粤等菜系的特色餐饮服务,主要通过直营店进行终端销售。公司根据不同的市场需求,推出诸多特色品牌产品,望湘园品牌四大经典名菜为鸳鸯鱼头王、湘西霸王蛙、秘制串烧虾、风味辣子猪手,该四大菜品被第五届中国(上海)国际餐饮博览会组委会评为“名点名菜”,开创了吃湘菜必点“鸳鸯鱼头王”的先河。""",望湘园（上海）餐饮管理股份有限公司,中国（上海）自由贸易试验区东方路796号302-A室,310115001092011,2008-10-07,陈丽,6000万元人民币,91310000680978837X,www.southmemory.com
小智人,小智人（杭州）科技有限公司,小智人是一家业务解决方案服务商。小智人提供存证溯源解决方案的服务。由于比特币的影响和加持，金融行业在业务技术的探索已领先一筹，而其他行业的应用正在快速展开。小智人基于自己的技术储备和产品设计能力，可帮你重新对原有业务进行流程优化、降低运营成本、提升协同效率。,小智人（杭州）科技有限公司,杭州市滨江区长河街道江晖路1772号209室,330108000225351,2015-07-20,覃汉强,200万元人民币,913301083419056412,xiaozhiren.cn
凹凸科技,凹凸科技（中国）有限公司,凹凸科技为知名的电源管理领域芯片设计公司，被华尔街认定为绿色能源领先厂商，主要产品线包含：液晶显示屏背光源电源控制芯片、DC/DC电源管理芯片、锂电池电源管理芯片、笔记本电脑PCI-Express控制芯片、冷阴极荧光管（CCFL）转换控制芯片等。,凹凸科技（中国）有限公司,中国（上海）自由贸易试验区春晓路289号202室,310115400077687,2001-04-11,唐晓,130万美元,91310115703240000Y,www.o2micro.com
瑞鸿安,深圳市瑞鸿安科技有限公司,深圳市瑞鸿安科技有限公司是一家具有独立法人，具有广东省安全技术防范系统设计、施工、维修资质的企业。主要经营闭路电视监控系统、防盗报警系统、多媒体远程监控系统、联网报警中心系统、一卡通系统、巡更系统、楼宇对讲系统、停车场管理系统、综合布线系统、背景音乐系统、电子警察系统、卡口系统、通讯设备和专业音响系统等弱电集成系统的方案设计、安装施工、维修保养等服务。,深圳市瑞鸿安科技有限公司,深圳市龙岗区坂田街道布龙路339号A栋806,440307103350863,2008-05-13,张新霞,1000万元人民币,91440300672995995A,www.rusion.cn
靠谱鸟,北京就帮我投资咨询有限公司,靠谱鸟是一个主打学生、校友人群的互联网金融网站，提供基于特定信用人群的互联网金融社交平台和众筹项目资源对接平台。致力于为靠谱人群解决借款理财需求，为他们提供公开、透明、安全的金融信息中介、资金撮合、信用管理等服务。团队由毕业于中国和美国名校，曾在国内顶尖金融机构和互联网公司任职的资深人士组成。。,北京就帮我投资咨询有限公司,北京市海淀区中关村北二条13号44幢1层105房间,110108016814794,2014-03-06,张磊,2250万元人民币,911101080741011705,www.kaopuniao.com
莱茵环保,北京国环莱茵环保科技股份有限公司,北京国环莱茵环保科技股份有限公司主营业务为垃圾渗滤液处理综合解决方案提供和成套设备供应，以及垃圾渗滤液处理设施运营服务。公司主要产品按主营业务划分可分为垃圾渗滤液处理综合解决方案提供和成套设备供应和运营服务，产品主要是凭借公司的专业人员及核心技术，为国内各地市垃圾填埋场和垃圾焚烧厂提供渗滤液综合解决方案及运营服务。公司作为垃圾渗滤液处理行业中的领先企业，主要依托公司核心技术，采用分体式膜生化反应器高效渗滤液处理工艺，为客户提供垃圾渗滤液处理系统综合解决方案及运营服务，即通过工艺方案优化设计及设备整体统筹调配,北京国环莱茵环保科技股份有限公司,北京市密云区兴盛南路8号院2号楼106室-292,110108007750760,2004-11-09,骆建明,10027.8662万元人民币,91110228768454026B,www.chinaguohuan.com
智令互动,智令互动（深圳）科技有限公司,智令互动是一家交互电影游戏开发商。是一家基于互联网技术与影视内容相结合的新型科技公司。 公司立志于打造影游联动的互联网产品以及工具化平台，通过持续生产高质量的交互式影视作品，满足用户对影视内容娱乐化和游戏化的需求，创造新型的影视内容呈现方式以及崭新的游戏模式。,智令互动（深圳）科技有限公司,深圳市南山区粤海街道蔚蓝海岸社区中心路兰香一街2号海王星辰大厦1851,440301109765273,2014-07-03,杨秀玲,100万元人民币,91440300398525391J,ctrlvideo.com
仪器圈,深圳市中仪信息技术有限公司,仪器圈是一个仪器仪表行业采购服务平台，主营工业品的大数据选品、市场预测、海外供应链等业务，其共享仓可为国内外供应商提供同行调货、零单集采、海外仓储等服务，产品有车头灯、电钻、测距仪和水电维修设备等，同时为制造企业提供工业品和MRO的采购服务。,深圳市中仪信息技术有限公司,深圳市宝安区福海街道桥头社区福海信息港A2栋308、310、311、312,440301115556812,2016-03-30,陈洪武,100万元人民币,91440300MA5D9MFG3E,www.yiqiquan.net
麦麦提金融,深圳海融科创互联网金融服务有限公司,麦麦提金融是一个针对年轻人的金融理财借贷平台。对于有资金闲余的用户，可以在平台上购买理财产品，完成资产的增值；对于有资金需求的用户，可以在平台上提交资料和申请，获得资金援助。平台也提供农业金融贷款服务。,深圳海融科创互联网金融服务有限公司,深圳市南山区南头街道梦海大道和桂湾五路交汇处前海卓越金融中心8号楼21060708,440301112524283,2015-04-08,熊雄,6000万元人民币,91440300335104186M,www.mmtvip.com
北京国芯科技,国芯科技（北京）有限公司,国芯科技（北京）有限公司基于创新的芯片设计研发能力，提供使用国芯自主研发嵌入式CPU技术的人工智能视觉和信息安全系统解决方案。聚焦在图像处理、信息安全两个领域，通过高度技术融合及深度的客制化，为客户提供稳定且极具成本优势的产品与服务。,国芯科技（北京）有限公司,北京市海淀区西小口路66号中关村东升科技园北领地B-2号楼二层C201、C203、C205、C207(东升地区),110105019620781,2015-08-03,杨旭光,1052.6316万元人民币,91110105351611188K,www.sinovo.com
CWCISA云基地,北京麟玺信息科技有限公司,中国可穿戴计算产业技术创新战略联盟（CWCISA）是一个高速成长的非营利业界组织。旨在促进中国可穿戴计算产业链上下游的联动，开展技术研究和标准制定，促进可穿戴计算产业的发展，联盟由中国工程院院士俞梦孙担任理事长，于2014年10月30日正式成立。,北京麟玺信息科技有限公司,北京市海淀区中关村东路1号院3号楼1层102,110108017556048,2014-07-14,郭晓,500万元人民币,9111010830647329X3,www.chinawearable.org
活动家,成都云数海量智能科技有限公司,活动家是一个商业会议服务平台，具有商务会议查询、报名、票务营销等功能，为用户提供各行业全面的会议信息查询及一站式购票服务，为主办方提供免费活动发布、会议营销推广、会后舆情报告、会议嘉宾邀约等服务。,成都云数海量智能科技有限公司,成都高新区元华一巷53号1层,510109000273239,2012-06-13,王晴,100万元人民币,9151010059725327X3,www.huodongjia.com
合康新能,北京合康新能科技股份有限公司,北京合康亿盛变频科技股份有限公司是一家集专业研发、生产高压、大功率变频器的高科技企业，公司产品可细分为通用高压变频器和高性能高压变频器两大系列，产品广泛应用于火力发电、冶金、采油采矿、化工、城市供水、水泥、造纸、制药等领域。可实现对各类高压电动机驱动的风机、水泵、空气压缩机等负载的调速、节能、软启动和智能控制，综合效益十分显著。公司生产的合康HIVERT变频器已有良好的运行业绩，在产品质量和服务方面深受用户好评，并在诸多应用领域处国内领先地位。,北京合康新能科技股份有限公司,,110107005755842,2003-06-11,叶进吾,112854.0857万元人民币,911100007513212788,www.hiconics.com
奇智机器人,上海八斗智能技术有限公司,奇智科技是一家SaaS模式语义云服务提供商，公司产品以智能客服为特色，整合桌面网站、移动网站、微信、微博等多渠道，向企业提供客服机器人＋人工的一体化多渠道客服系统。,上海八斗智能技术有限公司,上海市杨浦区铁岭路32号1514-7室,310110000851732,2016-10-28,陈海飞,2400万元人民币,91310110MA1G89D123,www.chatbot.cn
禾思旅行网,上海禾思网络科技有限公司,禾思是一家专注于全球旅行资源在线设计与定制平台，公司主要致力于提供旅游机票、住宿、自由定制、参团咨询、商旅服务、保险等相关旅游服务。,上海禾思网络科技有限公司,上海市浦东新区东方路3601号2号楼202B室,310115002229907,2014-01-14,黄伟科,505万元人民币,913101150900711351,www.hestrip.com
霸州通,霸州市众人网络科技有限公司,霸州通—关注本地生活，服务霸州百姓。霸州第一款最便捷的手机APP，海量本地生活服务信息。真正做到霸州的百晓生，地地道道的霸州通,霸州市众人网络科技有限公司,,131081000040249,2015-01-08,赵禄,20万元人民币,91131081320144409L,4591567.hebei.12580.tv
办伴科技,上海办伴科技发展有限公司,Distrii办伴是一家分布式移动办公服务提供商，是为办公人群提供办公领域综合解决方案的互联网办公房产企业。公司线上线下体系的建立，为办公用户打造了办公实际应用，除此之外，办伴科技空间平台的社区活动和商务管家服务，将为用户的生意和员工管理，提供更全面的解决方案。隶属于上海办伴科技发展有限公司。,上海办伴科技发展有限公司,上海市静安区恒丰路668号1层,310108000619812,2016-01-13,胡京,4336.0435万元人民币,91310108MA1G317L9X,www.distrii.com
快递宝共享包装箱,深圳市丰合物联科技有限公司,丰合物联是一家丰合物联，致力于可循环使用快递包装箱的研发生产，以及快递共享循环应用系统的研发和推广。公司秉持“垃圾处理的最根本办法就是不产生垃圾”的理念，打造快递包装全寿命周期循环使用体系。 快递宝共享包装盒有以下特点：①采用拉链替代胶带；②电子面单替代纸质面单；③用包装箱内的束带固定产品，替代泡沫填充物；④采用结构化承重设计，确保结构稳定；⑤采用环保材料，可以回收再利用。,深圳市丰合物联科技有限公司,深圳市福田区沙头街道新洲十一街139号中央西谷大厦902A,440300202226445,2017-08-24,唐玲,1300万元人民币,91440300MA5EPJG09F,www.fhwl365.com
如意通,江苏如意通动漫产业股份有限公司,"""公司于2009年5月在江苏省张家港市注册成立,注册资本3600万元。本公司具有三大优势背景,凸显核心竞争力。    1、技术背景    我们拥有世界领先,具有自主知识产权的“RuYiToon二维动画自动生成系统”创新技术,在传统动画制作技术上实现了质的突破,具有超强的扩展空间和应用前景。这一系统的推出,将带来动画领域的一场革命。    2、文化背景    我们以对中华民族五千年文化的深厚感情和深刻理解,深深扎根于中华文化深厚土壤,立志以我们的创新技术,为实现中华文化在动画产业中的领军地位,贡献我们的才智。""",江苏如意通动漫产业股份有限公司,张家港市杨舍镇滨河路3号（如意通大厦）301室,320582000180465,2009-05-21,郭建康,3600万元人民币,91320500689627224H
尼欧科技,武汉尼欧科技有限公司,武汉尼欧科技有限公司成立于2013年，是专注于大数据营销的移动互联网公司。公司总部设在深圳，通过智能领先的互联网广告渠道、丰富的用户数据库，为客户达成精准高效的营销投放目标，为互联网公司的流量和效率问题提供最佳解决方案。,武汉尼欧科技有限公司,武汉东湖新技术开发区关东园路2-2号光谷国际商务大厦1幢18-128号,420100000472994,2015-02-11,张有武,100万元人民币,91420100303725885B,www.iniou.cn
有间科技,上海有间建筑科技有限公司,有间科技是一家VR+行业定制开发等产品化解决方案提供商。依托设计及信息化背景，聚焦虚拟空间信息交互、建筑呈现。现旗下拥有VR安全体验馆、VR建筑、VR+BIM  、VR实训室、VR智慧工地、VR工程、工地安全体验馆、建筑室内设计、BIM咨询、RealHVR地产数字化营销系统、建筑安全体验馆、VR看房。累计服务超过200个开发商、设计公司、施工单位及政府等相关企事业单位。,上海有间建筑科技有限公司,上海市崇明区富民支路58号D1-1989室(上海横泰经济开发区),310230000590465,2013-06-14,杨曦,998万元人民币,91310230071182569N,www.realhvr.com
PIVOS杠点,上海杠点信息技术有限公司,PIVOS 杠点（全称”上海杠点信息技术有限公司”）成立于2013年，拥有一支来自美国硅谷的研发团队。通过开发大屏幕跨系统平台和智能终端，致力于打造独特炫酷的智能娱乐互动客厅体验。公司是ARM和Intel等IP方案的五大系统平台战略研发伙伴，在硅谷、上海和杭州设有研发基地。,上海杠点信息技术有限公司,中国（上海）自由贸易试验区宁桥路600号第五幢111室,310115002224242,2014-01-06,李少渤,656.1575万元人民币,91310000090014456H,pivosgroup.com.cn
伟芯光电,合肥伟芯光电科技有限公司,伟芯光电是一家半导体材料研发商，主要经营范围是半导体材料、集成电路、光电子芯片及器件、模块的设计、生产、封装、测试、销售、技术咨询、技术服务、技术转让等。,合肥伟芯光电科技有限公司,安徽巢湖经济开发区半汤路传媒中心1928室,,2019-01-22,BO YANG,344.8276万元人民币,91340100MA2TEM4D5P
百利科技,湖南百利工程科技股份有限公司,湖南百利工程科技股份有限公司是一家专业从事工程咨询、设计和工程总承包业务的科技型工程公司，主要服务于石油化工、现代煤化工行业，覆盖合成纤维、合成橡胶、合成树脂、材料型煤化工和油气加工储运等五大业务领域。公司在合成纤维的聚酰胺产品链工程设计领域居龙头地位，在合成橡胶工程设计的细分领域具有行业领先的技术和竞争优势。,湖南百利工程科技股份有限公司,岳阳市岳阳楼区洞庭大道1号,430600000009729,1992-11-11,王海荣,31360万元人民币,914306001837693990
优力源电子,四川优力源电子科技有限公司,四川优力源电子科技有限公司是一家集研发、制造为一体的高新技术企业。属高成长性企业。公司致力于铁路行业的产品研发，为铁路部门提供多项具有自主知识产权的高新技术产品。公司为专业的电源提供商。电源产品已经覆盖了铁路车载电源、铁路大功率站用电源、铁路信号电源、电镀电源、电解电源、水处理用环保电源、变电站用控制电源、蓄电池充电电源、发电机励磁电源、电动机驱动电源、电气化铁道用正弦波电源等领域；多项产品获得国家发明专利、国家科技部创新基金。,四川优力源电子科技有限公司,成都高新区桂溪工业园,510109000068182,2009-03-30,王锦,554.77万元人民币,91510100686318565K
中科瑞迈,中科瑞迈（北京）科技有限责任公司,中科瑞迈是一家技术推广服务商，主要经营范围是技术咨询、技术服务、技术开发、技术转让、技术推广。,中科瑞迈（北京）科技有限责任公司,北京市海淀区永澄北路2号院1号楼B座三层3008-105号,,2018-04-09,陈卡军,1333.3333万元人民币,91110108MA01B9HC9U
唐冠,南充唐冠睿城尚德数字信息技术有限公司,唐冠是一个数字化综合服务平台。南充唐冠公司成立于2017年3月3日。公司主要经营布局南充地区的数字化综合服务平台(数字社区)各区县数据库管理中心的组织建设和市场宣传创业就业指导孵化服务。 公司根据唐冠总部项目的，顶层设计，基层探索，群众创新，大众创业。数字社区项目将以1万人为单位进行基础测算，将在南充建设约760个“数字社区”，每个社区可提供至少15-30人的就业创业岗位，其中包含6大学生、复转军人、公务员转岗人员、待业返乡青年，将为南充区域带来60000名就业创业岗位。同时将盘活南充的社会资本存量，为推动南充的数字经济发展和中小企业全面转型升级而提供的全面精准定向有效的大数据服务。,南充唐冠睿城尚德数字信息技术有限公司,南充市顺庆区镇江东路二段23号,511302000062195,2017-03-03,何廷君,500万元人民币,91511302MA636M9L26,nctgszpt.com
佳健医疗,无锡佳健医疗器械股份有限公司,"""无锡佳健医疗器械股份有限公司的主营业务为针灸针、电子理疗产品及电极片的生产和销售。佳健医疗是国家中医药管理局的“中医诊疗设备生产示范基地”。公司已通过ISO13485和ISO9001国际质量体系认证,并率先在行业内通过了GMP审核。""",无锡佳健医疗器械股份有限公司,无锡市锡山区鹅湖镇柏桥路35号,320205000077673,2005-12-19,王文清,1800万元人民币,91320200782705450Q,www.jjmed.cn

