名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
芒冠股份,南京芒冠科技股份有限公司,公司成立至今一直立足于教育行业，是教育行业的技术开发商和服务提供商。公司由传统 教育行业向移动互联领域迈步，成功的推出了“微校园联盟”，它是基于学校微信公众号的移动校园平台，连接学校内所有的家长和教师，并为学校提供优质教学资 源的移动教育与信息沟通平台。解决线下家校互动存在的问题，帮助学校从传统教育往“互联网+教育”转变，提供给学校和家长大量优秀资源。它是“互联网+” 政策下的移动信息化家校沟通平台，是连接学校和家庭的重要枢纽。,南京芒冠科技股份有限公司,南京市秦淮区正学路1号南京晨光1865创意产业园E13幢二楼西,320104000033495,2006-03-22,赵文龙,2252.5万元人民币,91320100783825972G,www.miniedu.com.cn
志合文化传媒,贵州志合文化传媒有限公司,志合文化传媒是一家专业为各类活动提供组织、策划、设计、执行等一站式服务的品牌运营机构。致力于为企业提供最具创新策略的公关活动系统服务。业务范围包括房地产活动、体育赛事活动、车展、景区旅游包装推广、音乐节、明星商演，各类庆典活动创意策划与实施等。,贵州志合文化传媒有限公司,,520114000188436,2014-09-25,葛维兴,50万元人民币,91520114314203484Y
黑白电视,湖南吃货铺餐饮管理有限公司,湖南吃货铺餐饮管理有限公司旗下的品牌“黑白电视老长沙吃货铺“，是人气小吃的标杆品牌，特色餐饮业的佼佼者。有着传统制作手法让人吃了还想吃，回味无穷的各类小吃，也有着非常有FEEL的品牌文化，更拥有着让人一走进店内就像回到了童年的怀旧用餐环境。,湖南吃货铺餐饮管理有限公司,,430111000368326,2015-12-25,付文敏,200万元人民币,91430111MA4L2BQY8C,www.hnchihuopu.com
飓风出行,南京动爽体育科技有限公司,飓风出行（上海轩廪信息技术有限公司）是国内领先的豪车综合服务品牌，集豪车租赁、托管养护、改装维修、赛事承办等功能于一体的豪车生态平台。  飓风出行是一个豪车综合服务平台，为用户提供跑车租赁、车辆托管养护、改装维修、赛事文娱活动等服务，车辆涵盖法拉利、兰博基尼、迈凯轮等几乎市面上所有的跑车与豪车品牌与上百款车型，包括绝版与限量发售汽车，用户可通过小程序或APP使用所有服务。,南京动爽体育科技有限公司,南京市雨花经济开发区凤华路18号8幢110室,320114000160761,2016-02-23,俞健,200万元人民币,91320114MA1MFEMRX2,www.jufengchaopao.com
至选家,至选家（北京）科技有限公司,至选家是一家新型互联网家装公司，专注于为客户提供从设计到施工的一体化整体解决方案，致力于为客户打造一个“至臻之选及所见即所得”的家。,至选家（北京）科技有限公司,北京市石景山区实兴大街30号院3号楼2层A-1808房间,110107020956699,2016-04-01,刘子琪,100万元人民币,91110107MA004J8H0U
顶上英语,北京顶上科技有限公司,“顶上英语”是一所线上英语学校，由一群英语名师和IT极客创立，获得李开复老师领衔的创新工场天使投资，秉承“顶级课程，在家上”的理念，将互联网技术融合到教学教研中，通过教研产品化、教学个性化、练习智能化、测评系统化和服务极致化五个维度，持续研发面向未来的英语教学体系。,北京顶上科技有限公司,北京市海淀区中关村大街18号B座9层909室564,110108020433934,2015-12-25,薛凌,1162.2501万元人民币,91110108MA002PRH75,www.topschool.com
赫格电气,深圳市赫格电气有限公司,赫格电气是一家集机器视觉产品研发、生产、销售、服务于一体的高新技术服务机构，隶属于深圳市赫格电气有限公司，该公司致力于成为富有创新精神的行业领先的机器视觉产品企业，为我们的客户提供 卓越的工业机器视觉产品及技术服务，为满足我们客户的现阶段及将来的需 求，为客户提高 企业竞争力提供支持。,深圳市赫格电气有限公司,,440306113300808,2015-07-09,林章,200万元,914403003429537845,www.hegho.com
Code J Studio,蔻杰网络科技（上海）有限公司,蔻杰（Code J Studio）专注于个人事务管理的应用研发，致力于帮助个人用户提升工作、生活效率，从而有更多的时间和精力享受美好生活。,蔻杰网络科技（上海）有限公司,上海市宝山区沪太路8885号6幢D1686室,310113001690678,2016-10-10,张培秀,50万元人民币,91310113MA1GKYWJ48
华进半导体,华进半导体封装先导技术研发中心有限公司,华进半导体是一家半导体封测先导技术研发商，主要技术包括TSV制造、凸点制造、TSV背露、芯片堆叠等，同时将开展多种晶圆级高密度封装工艺与SiP产品应用的研发，以及相关设备的研发，同时提供封装技术服务和设计仿真服务。,华进半导体封装先导技术研发中心有限公司,,320213000177901,2012-09-29,曹立强,23445万元人民币,913202130551581209,www.ncap-cn.com
百奥泰生物科技,百奥泰生物制药股份有限公司,"""百奥泰生物制药股份有限公司（Bio-Thera Solutions, Ltd.）是一家由海外留学归国精英创办的生物制药企业，致力于新一代抗体创新药和生物类似药的研发，用于治疗癌症、自身免疫性疾病、心血管疾病以及其它危及人类生命的重大疾病。百奥泰成功搭建了国内领先的抗体药物技术平台，并建立起丰富的创新药物和生物类似药物产品管线。目前，百奥泰的阿达木单抗已完成Ⅲ期临床试验并向国家NMPA递交了上市申请，是首个递交上市申请的国产阿达木单抗。已进入晚期临床试验的候选药物有治疗癌症的贝伐珠单抗生物类似药，针对HER2阳性肿瘤的ADC药物BAT8001，以及治疗自身免疫性疾病的托珠单抗生物类似药。此外，有6个候选药物进入早期临床阶段，多个靶向免疫检查点项目处于前期开发和临床前研究阶段。""",百奥泰生物制药股份有限公司,广州高新技术产业开发区科学城开源大道11号A6栋第五层,440108400004431,2003-07-28,易贤忠,12151.9026万元人民币,91440116751954446J,www.bio-thera.com
中达电机,中达电机股份有限公司,"""中达电机股份有限公司坐落在风景优美的太湖之滨，位于江苏省无锡市高级高新技术开发区，占地面积8万多平方米，年生产能力800万千瓦，公司现有员工410人，其中大专及以上学历126人，技术开发人员56人，其中高级职称7人，博士1人。公司成立于1993年7月，20多年的历练，积累了丰富的电机设计、制造经验和雄厚的人力资源。近年又通过引进一批在电机行业里业务精通、专业过硬、具有影响力的高级管理人才、技术精英，为中达电机的高速发展奠定了基础。 中达电机股份有限公司主要产品： 常规高低压电机主要有：YE2、YE3、YE4（H80-355,IP54）系列高效、超高效、超超高效电机及压缩机、水泵专用等派生系列电机；YTE4（H80-355）永磁同步系列电机，Y2VP（H80-560）系列变频调速电机；YE2/YE3/YE4-ODP高效系列电机(防护等级IP23)、低压大功率Y2X（355-560）系列电机等；Y/YKK/YKS/YRKK/Y2（H355-710：6KV、10KV）系列高压电机；YE2HV（H280-560）。""",中达电机股份有限公司,无锡市新区鸿山街道金马路1号,320213000064707,1998-03-02,范乐平,10800万元人民币,91320200250220786J
极核数据,苏州稻城信息科技有限公司,稻城科技是一个数据服务企业，专注于大数据挖掘、BI数据分析、数据产品开发等领域，提供数据定制服务，挖掘大数据提供API接口，致力于为客户提供数据分析解决方案和APP开发服务。,苏州稻城信息科技有限公司,苏州工业园区和顺路1号博济生能科技园349A室,320594000514531,2016-01-15,朴光宇,103.09万元人民币,91320594MA1MEFH55C,www.dig-data.com
墨霓科技,杭州墨霓科技有限公司,墨霓科技是一家个人借贷服务商，是基于移动互联网的全流程线上网络借贷APP瞄准“未被银行照顾好”的个人信贷用户群，提供超短期，超小额度的现金周转服务，通过自主研发的决策引擎系统进行高效，精准的风险预测。倡导“信用变现金”的产品理念，致力于传统个人信贷业务的移动化创新。,杭州墨霓科技有限公司,浙江省杭州市余杭区五常街道万利大厦808室,,2018-07-04,徐晓亮,500万元人民币,91330110MA2CCWGQ9X,www.moneed.cn
山西证券,山西证券股份有限公司,"""山西证券股份有限公司是一家创新类证券公司,为山西省内唯一一家综合类上市证券公司. 公司主要从事于证券经纪业务、投资银行业务、证劵自营业务、资产管理业务、期货经纪业务、研究业务、直投业务、融资融券业务.""",山西证券股份有限公司,太原市府西街６９号山西国际贸易中心东塔楼,140000100003883,1988-07-28,侯巍,282872.5153万元人民币,91140000110013881E,www.sxzq.com
澳维科技,湖南澳维环保科技有限公司,澳维科技是一家膜材料及膜元件研发商，致力于反渗透、纳滤、超滤等膜材料及膜元件的研发、生产、销售和服务，旗下主要产品涵盖家用型膜元件、超低压复合反渗透膜元件等产品，应用于环保等领域。,湖南澳维环保科技有限公司,湖南省株洲市天元区栗雨工业园火炬四道,430200000140343,2014-12-03,彭军,10869万元人民币,91430200320660964Y
邦邻科技,重庆邦邻科技有限公司,邦邻科技是一家从事软件和信息技术服务业的公司，致力于打造智慧城市生活，创造全新生活方式，隶属于重庆邦邻科技有限公司。,重庆邦邻科技有限公司,重庆市南岸区学府大道19号重庆工商大学香樟林创业孵化园017室,500108008128456,2015-07-10,刘宇,500万元人民币,91500108345902616J,www.renrenbangbang.net
月朗锋行,陕西月朗锋行信息技术有限公司,陕西月朗锋行信息技术有限公司是一家专业从事移动互联网软件开发的服务性公司，成立于2013年，总部位于西安。自2013年以来，我们已为200多家客户提供技术服务，行业包含电商，政务，银行，金融，建材，花卉，婚庆，房产，酒店，餐饮等，完整的技术团队和售后服务体系为企业解决打造整体的行业解决方案。,陕西月朗锋行信息技术有限公司,西安市高新区高新三路八号西BD新天地第2幢11层11115号,610131100149453,2014-07-18,任杰,300万元人民币,91610131311109767K,www.yuelangfengxing.cn
枫林环保,枫林环保科技股份有限公司,枫林环保科技股份有限公司主要从事商品混凝土的研发、生产和销售。公司将建筑垃圾、固体废弃物进行回收和综合利用，用来加工生产商品混凝土、预拌砂浆、工程结构制品等产品。公司在2016年2016年获得中国建筑材料企业管理协会颁发“中国建材企业500强”奖牌。,枫林环保科技股份有限公司,芝罘区机场路166号付1至付3、付5至付7号,370602228037164,2005-09-12,吕英林,6800万元人民币,91370600779735341Y,www.flhnt.com
天弘基金,天弘基金管理有限公司,天弘基金是经中国证监会批准设立的全国性公募基金管理公司之一，天弘基金与支付宝合作推出余额宝，是余额宝基金管理人。公司业务范围涵盖二级市场股票投资、债券投资、现金管理、衍生品投资，以及股权、债权、其他财产权利投资等。,天弘基金管理有限公司,,120103000069654,2004-11-08,井贤栋,51430万元人民币,91120116767620408K,www.thfund.com.cn
阮仕珍珠,浙江阮仕珍珠股份有限公司,阮仕珍珠是一家淡水珍珠加工生产商。,浙江阮仕珍珠股份有限公司,,330000400000810,2011-12-08,阮铁军,10980万元人民币,91330600719597020K,www.ruans.com
简繁家,武汉家易装科技有限公司,简繁家是一个互联网家装平台，客户可以通过平台找到心意的设计和施工的完整解决方案。,武汉家易装科技有限公司,武汉市东湖新技术开发区关山大道1号1.2期光谷企业公馆C2栋1-4层1号401室,420100000507239,2015-06-08,王辉,100万元人民币,91420100333467303C,www.jianfanjia.com
三田科技,山东三田电子科技股份有限公司,山东三田电子科技股份有限公司主要从事于智能耳机、智能手环、蓝牙耳机的开发、生产和销售。公司主要产品所使用的技术有公司主要产品所使用的技术、主动降噪技术、嵌入式算法技术、短距离无线技术、智能语音技术、可穿戴技术、声腔设计和仿真技术。,山东三田电子科技股份有限公司,,370705228005126,2001-12-24,谢建勇,1766.34万元人民币,91370700734694005Q,www.santiantek.com
镭宝光电,北京镭宝光电技术有限公司,"""北京镭宝光电技术有限公司(Beamtech China)是一家激光技术研发商，是由加拿大冰科光电（Beamtech Optronics Co.,Ltd）在中国投资设立的外商独资企业，是一家专业从事固体激光技术研发、生产、销售和服务于一体的高新技术企业。公司产品主要出口美国、德国、日本、韩国、印度等国家，同时，也被广泛应用于国内的科研院所、大专院校等研究领域；飞机、轮船、舰艇等航空航海领域；医疗领域；流场测试领域；军事、气象雷达领域；地球物理、环保等成分检测领域。""",北京镭宝光电技术有限公司,北京市朝阳区酒仙桥路4号中区5乙,110000410166672,2002-01-31,张放,73万美元,91110105600095947N,www.beamtech-laser.com
华农互联,广东华农互联农业科技有限公司,广东华农互联农业科技有限公司成立于2015年，是一家集农业、互联网、生鲜品牌和消费金融服务于一体的高新农业企业。在华南农业大学、广东省农科院和地方政府的大力支持下，我们致力于以善待环境的有机方式，不断优化生产效率，提高农产品的品质；回馈自然、农业从业者和消费者，不断追求成为放心菜领先品牌。,广东华农互联农业科技有限公司,大埔县百侯镇侯北新村168号房屋,441422000017739,2015-06-26,郭光彩,1000万元人民币,914414223453959336,www.hnhl360.com
知行科技,知行汽车科技（苏州）有限公司,知行汽车科技致力于自动驾驶技术，目前主要是从自动驾驶中央控制器切入，开发自动驾驶汽车的大脑，已经完成了二级自动驾驶系统，非常成熟，立刻就可以产业化，公司目前在做的是部分自动驾驶，比如说自适应巡航、自动刹车等。目前公司自动驾驶中央控制器已经与一些大客户建立长期联系，数个发明专利正在等待审批，同时是第32期云彩路演第二名。,知行汽车科技（苏州）有限公司,苏州工业园区东旺路17号5幢301室,320594000659102,2016-12-27,宋阳,701.8346万元人民币,91320594MA1N7QYM54,www.imotionauto.com
阿里达摩院,阿里巴巴达摩院（杭州）科技有限公司,阿里人工智能实验室是一家消费级AI产品研发商，基于自然语言理解、机器学习、数据挖掘、计算机视觉等技术，研发了智能语音终端设备天猫精灵X1、交互引擎AliGenie、XHolder、天猫路由、天猫魔屏S1激光投影电视、天猫精灵曲奇版等多款硬件产品，具有视觉、触觉等多模态交互功能，致力于增强用户的语音交互体验。,阿里巴巴达摩院（杭州）科技有限公司,杭州市余杭区文一西路969号,330184000693411,2017-11-07,周明,1000万元人民币,91330110MA2AXY0E7F,damo.alibaba.com
Dive+,玩世科技（深圳）有限公司,Dive+是全球一站式潜水平台，围绕潜水的全过程，为爱好者提供完整的潜水服务：潜水前：在 Dive+ 上用户可查看潜水知识，选择潜水目的地，预定潜水学校、潜水店或潜水教练。潜水中：使用 Weefine 潜水手机壳配合 Dive+ APP，可以带上手机去潜水。软硬件配合，在实时获取深度、上升速度及潜水时间的同时，可用手机轻松拍照。潜水后：通过 Dive+ 可实现照片/视频一键色彩还原、自动更新潜水日志记录。海水深度不同、水下光谱缺失程度不同，海底照片会存在不同程度的色差，相比于陆地照片更难调回真实颜色。,玩世科技（深圳）有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440300201777249,2017-07-10,刘康,555.56万元人民币,91440300MA5EM4JM00,dive.plus

