名字,公司,介绍,公司,地址,身份证,时间,法人,注册金额,编号,网址
星宝贝创意中心,上海诺塔教育科技有限公司,星宝贝于2013年8月成立，其机器人课程主要面向3-12岁的儿童，课程能培养儿童对科技的兴趣，掌握科技知识，提高逻辑思维能力和科学创新能力。,上海诺塔教育科技有限公司,上海市浦东新区三林路235号9幢134室,310115002545438,2015-01-07,顾训,609.76万元人民币,913101153244018711,www.bbmba.com
乘法网,深圳市乘法信息技术有限公司,乘法网是一家知识产权区块链应用公司，是基于区块链技术的知识产权存证、确权、授权、保护、托管、交易、投资的一站式云平台-----知识产权银行。难能可贵的是乘法网拥有区块链底层技术的全部知识产权，区块链底层技术没有使用开源软件。所谓知识产权银行（IP BANK）以类似银行吸储的方式，吸收全球各类知识产权，以授权许可、二次研发、交易、投资等方式运营知识产权，对知识产权进行保管、托管和增值理财服务，并最终取得回报。作用是吸收和托管全球各类知识产权，运营知识产权，达到知识产权无形资产的变现。,深圳市乘法信息技术有限公司,深圳市南山区粤海街道高新技术产业园北区清华信息港科研楼9层910,440301116410046,2016-06-06,朱萍,500万元人民币,91440300MA5DE38U99
易恒电商,广州易加网络科技有限公司,易恒电商2002年进入互联网互动营销领域，2006年进入电子商务行业，成为国内最早的电子商务团队。12年来易恒成功服务80多家国内国际一线品牌，并帮助10家以上传统企业实现电子商务领域第一的突破。2007年后，在电子商务各个环节上努力专注耕耘：线上营销、运营、仓储物流、IT、供应链管理、线上全渠道铺货销售等。目前易恒电商已成为一家以专注在食品保健医药领域内线上综合零售商。依托丰富的行业经营渠道及消费者资源，强有力的运营团队与敏锐的市场洞察力，易恒成功为多个品牌实现电子商务渠道的线上第一占位。 易恒电商公司定,广州易加网络科技有限公司,广州市天河区华夏路30号1501、1502房（仅限办公用途）,440106000665670,2012-07-25,但鹏,100万元人民币,914401060506197091,www.ecmoho.com
正禾好农,福建正禾有机农业发展有限公司,正禾好农是一家专业从事有机农产品生产、加工、配送等服务的现代化农业企业，全程专注于有机农业与安全健康食品，尊重生态环境、安全优质的健康餐桌。,福建正禾有机农业发展有限公司,,350203200352999,2013-01-21,贾飞,2000万元人民币,91350206058371269U,www.zhengheyouji.com
数字鹰无人机,江苏数字鹰科技股份有限公司,数字鹰是一家工业无人机研发商，致力于开发包含无人机的整机开发制造以及根据用户需求定制开发适合特殊领域和特殊飞行要求的无人机系统。包括固定翼、多旋翼以及无人机拦截系统等产品。,江苏数字鹰科技股份有限公司,无锡市高浪东路999号A1号楼411室,320211000236251,2013-10-23,陈乐春,2000万元人民币,91320211081525633X,www.asia-uav.cn
宏昌电子,宏昌电子材料股份有限公司,宏昌电子材料股份有限公司是高性能、环保型电子级环氧树脂专业生产厂商之一.,宏昌电子材料股份有限公司,广州市萝岗区云埔一路一号之二,440101400044926,1995-09-28,林瑞荣,61441.17万元人民币,91440101618481619Q
联邦车网,广东联邦车网科技股份有限公司,联邦车网是一家致力于打造中国领先的用车生活垂直O2O平台，向平台车主用户提供一站式综合用车场景服务。包括提供高速公路以及停车场ETC服务、违章查询办理、加油、汽车保险购买与理赔、洗车美容、维修保养、道路救援等综合用车场景服务。,广东联邦车网科技股份有限公司,广州市海珠区新港东路1226号27层,440101000407352,2016-02-03,李贤仕,5556万元人民币,91440101MA59BPFQ05,www.etcchebao.com
悦合佳成餐饮,北京悦合佳成餐饮管理有限公司,悦合佳成餐饮是一家餐饮运营服务商。,北京悦合佳成餐饮管理有限公司,北京市朝阳区管庄乡杨闸村京通辅路南8号院A1(a),110105017762553,2014-08-21,毕崇辉,100万元人民币,91110105306674606A
老宗医,重庆老宗医网络科技有限公司,求医健康网秉承为大众提供最好的医院、医生信息，最好的药品信息的服务理念，凭借核心网络平台，结合最新健康服务信息技术手段，致力于互联网导医和医药健康知识的传播及咨询服务，努力推动数字化健康产业的发展，提高公众健康水平。寻最好的名医，找最好的良药，就上求医健康网。,重庆老宗医网络科技有限公司,重庆市北部新区栖霞路18号1幢1单元15-2,500903000919064,2014-06-04,周海燕,100万元人民币,91500000304976627J,www.qiuyi120.com
先通医药,北京先通国际医药科技股份有限公司,先通医药是集研究开发、药品生产、药品销售、药品进出口贸易以及国际合作为一体的医药产业集团，专注于创新单抗药品研发的企业，公司重点关注肿瘤、神经退行性病变、心血管等领域的药物研发，尤其是放射核素为代表的精准诊断药品以及单克隆抗体药物为代表的靶向治疗药品。,北京先通国际医药科技股份有限公司,北京市丰台区科学城恒富中街2号院1号楼6168室,110105007939464,2005-01-24,徐新盛,3973.7797万元人民币,9111010677157669X2,www.sinotau.com
丹田股份,珠海市丹田物业管理股份有限公司,"""公司的主营业务为我国高等院校的物业管理服务,包括学生公寓管理、校园绿化、保洁、保安、维修、体育设施护理等各类校园服务,同时也少量涉足住宅物业和商业物业管理服务。目前公司主要管理的物业类型有:高校教学实验楼、办公楼、学生公寓、多层住宅、高层住宅、办公写字楼、工业厂房、大型商业广场等多种类型。近年来,公司或公司管理的物业项目多次获得行业内各类荣誉,如:连续六年获广东省珠海市工商行政管理局授予“守合同重信用企业”称号。连续五年获广东省企业家协会授予“诚信企业”称号。中山大学珠海校区教学区2002年荣获“全国物业管""",珠海市丹田物业管理股份有限公司,珠海市香洲凤凰北路1015号第五层写字楼A区,440400000236123,1997-02-18,郑辉,4150万元人民币,914404001925986085,www.dantins.com
新光光电,哈尔滨新光光电科技股份有限公司,新光光电是一家专业从事光、机、电一体化产品的研发、设计、制造及安装的企业。公司的光学成像、光学投影等光学产品已经广泛应用于国防和民用的各个领域。,哈尔滨新光光电科技股份有限公司,,230199100074781,2007-11-30,康为民,7500万元人民币,912301996656799864,www.xggdkj.com
陆芯电子,上海陆芯电子科技有限公司,陆芯电子是一家功率半导体研发商，专注于功率半导体的设计和应用，产品涵盖了全电压段的MOSFET、Diodes、Power IC、宽禁带功率器件，广泛应用于工业变频器、新能源汽车等领域，并为用户提供整体的电源管理解决方案。,上海陆芯电子科技有限公司,中国（上海）自由贸易试验区蔡伦路1690号2幢301室,,2017-05-09,张杰,166.0781万元人民币,91310115MA1K3Q0G5P,www.lu-semi.com
当老师,西安睿晟教育科技有限公司,当老师网是一家教师考试学习平台，为用户提供包括教师资格证考试、教师招聘考试、教师提升学历考试等教育培训服务；目前培训通过率已超60%，平台提供题库产品、社群、在线课堂直播和录播等功能，运用游戏化的做题方式让用户在轻松的环境下学习知识。,西安睿晟教育科技有限公司,西安市碑林区南二环西段69号西安创新设计中心916室,610100100528833,2012-03-26,宋吉昌,200万元人民币,91610113592229879X,www.danglaoshi.net
皇包车,北京纯粹旅行有限公司,皇包车是一家境外旅游租车以及导游服务平台，基于移动互联网技术为中国出境游用户提供海外中文包车游服务，包括司机＋导游等。用户需在平台输入自己的需求，例如目的地、包车时间等信息，并预定、支付佣金。,北京纯粹旅行有限公司,"""北京市朝阳区百子湾路29,31号2号楼1层112室""",110112016101954,2013-07-22,孟雷,500万元人民币,91110105074152111L,www.huangbaoche.com
河山动漫,河山（天津）动漫文化有限公司,河山（天津）动漫文化有限公司是一个动漫IP品牌开发运营商。蜂来乐（小蜜蜂）IP品牌的主体及运营公司，主抓动漫市场运营，主要经营电影、电视剧、动画片制作、发行；动画设计；网页制作；影视策划；动漫、游戏软件产品的开发；网络技术产品、礼品的开发、销售；喷绘、商业展示产品的设计、制作及生产；玩具的开发、生产及销售；利用互联网经营游戏产品、动漫产品；动漫周边产品的设计。,河山（天津）动漫文化有限公司,天津生态城动漫中路126号动漫大厦C1-404房间,120116000473382,2016-06-23,叶江天,461.5385万元人民币,91120116MA05K7UJ62,www.xmfheshan.com
阅信,北京金楼世纪科技有限公司,企业短信服务平台，为企业用户提供即时短信推送服务，日均处理短信2亿条，接口响应时间约3毫秒。平台利用大数据技术跟踪目标用户行为，为企业匹配、推送营销短信。,北京金楼世纪科技有限公司,北京市海淀区北三环中路40号3幢3层3076室,110108014606908,2012-02-07,张纯磊,5000万元人民币,911101085890632145,www.jinloushiji.cn
铁人环保,佛山市铁人环保科技有限公司,"""佛山市铁人环保科技有限公司是一家农业重金属污染防治产品生产商，是国家高新技术企业，广东省土壤污染修复技术与装备工程中心佛山分中心，佛山市科技型企业，是中国科学院佛山产业技术创新与育成中心精心培育壮大的产学研示范企业之一。公司专业研发、生产、销售农田重金属污染防治系列产品,并为农田重金属污染防治提供系统解决方案。""",佛山市铁人环保科技有限公司,佛山市禅城区塱宝西路60号三座三层01单元,440600000027330,2012-01-05,黄石光,1500万元人民币,914406045883146592,www.fstrhb.com
货嘀嘀嘀,青岛货嘀嘀嘀信息科技有限公司,货嘀嘀嘀是集装箱物流供应链金融专家，也是集装箱物流供应链金融专家网络服务平台。隶属于青岛货嘀嘀嘀信息科技有限公司。致力于帮中小企业商、厂家、个体企业解决动产融资问题帮中小货代、车队解决运费融资问题 帮车队解决旧车抵押融资问题。,青岛货嘀嘀嘀信息科技有限公司,山东省青岛市市北区杭州路16号办公楼411室,370203230224179,2015-06-20,何亮,500万元人民币,91370203334215554A,www.huoddd.com
思微,深圳市前海思微投资管理有限公司,思微SimplyWork，是一家为全球创业者提供联合办公空间和创业服务的企业。目前，已在深圳运营或开发近10个空间。除了提供别致的办公场地外，思微还致力于为入驻“微友”实现多样的需求对接：投融资、财税法、政府补贴、人力资源、设计开发、媒体公关、生活服务等，力求打造一个设施完善服务周全的国际化创业社区。,深圳市前海思微投资管理有限公司,深圳市前海深港合作区前湾一路1号A栋201室（入驻深圳市前海商务秘书有限公司）,440301109230238,2014-04-24,端木杨,780.0516万元人民币,91440300305974236T,www.simplywork.cn
西西小可,杭州欧鹏品牌管理有限公司,西西小可(原创品牌)是一家淘宝女装大咖店商，淘宝网三金冠HOT店铺。欧美港风潮品，强调品味、独立个性、简约大气的设计理念secede和裁剪的融合，精选时装前沿尖品，创造了淘宝最流行高街风，销售额连续2年翻倍，2014年双11/双12，比13年翻了9-10倍，目前做到旺季日均单量破万。是全网收藏客户转化率最高的店铺。,杭州欧鹏品牌管理有限公司,杭州市滨江区浦沿街道信诚路857号悦江商业中心19004室,330103000117027,2010-12-14,童玲,50万元人民币,91330104566070956E
锂顺能源,湖南锂顺能源科技有限公司,锂顺能源是一家动力锂离子电池及其核心材料生产与运营商，主要产品为大功率动力锂离子电池，占地 82 亩。目前公司已完成一期 40 亩土地开发利用并建有 3 栋面积共为 20000 平米的工业厂房；实现了预期产能。,湖南锂顺能源科技有限公司,,430124000064159,2014-11-20,李文奇,7360万元人民币,91430124320591460M
兰州银行,兰州银行股份有限公司,兰州银行是甘肃省第一家地方法人股份制商业银行。1997年6月，经中国人民银行批准，原兰州市56家城市信用社组建成立兰 州市城市合作银行，1998年8月更名为兰州市商业银行，2008年6月更名为兰州银行。现有员工近4000人，分行13家，营业网点141家，控股村镇 银行6家，完成对甘肃省全部市州的布点工作。,兰州银行股份有限公司,甘肃省兰州市城关区酒泉路211号,620000000004317,1998-08-10,房向阳,512612.7451万元人民币,91620000224422085P,www.lzbank.com
汉瑞森,苏州汉瑞森光电科技股份有限公司,"""公司成立于2008年,座落于江苏省苏州市高新区,占地面积3000平方米。是一家专业研发、设计、生产和销售为一体的中、高端LED光源器件封装和商业照明产品供应商,公司核心管理团队与技术团队均具有近10年的LED行业经验;公司是国内领先的为客户提供高品质LED光源器件及照明解决方案提供商,更是提供高品质照明的供应商。    公司拥有国际标准无尘全封闭车间,采用国外进口全自动高速固晶、焊线机,以及专业的技术团队与管理团队,并一直秉承为客户提供更高的价值为理念,积极推进LED照明市场普及的进程,公司产品技术与LED""",苏州汉瑞森光电科技股份有限公司,苏州高新区木桥街25号,320504000058331,2008-03-18,占贤武,3507.168万元人民币,91320500673022570G,www.hanraysun.com
良华科教,河南良华科教设备股份有限公司,良华科教是一家教育设备制造商，主营业务是多媒体教学设备、监控设备、电脑硬件及软件的研发、生产、销售及服务。公司主要产品是交互式电子白板系列、多媒体触摸一体机系列、多媒体教学一体机系列、视频展台系列、教学软件、录播软件、教学平台管理软件、课桌椅。,河南良华科教设备股份有限公司,淮阳县工业园区工业三路西腾飞路南,411626000006587,2010-09-19,郭良华,4250万元人民币,91411626562465504T,www.hnlhkj.com
天罡投资,河北天罡投资管理有限公司,天罡投资始终坚持“以人为本，诚信先行，和谐共赢”的企业理念，通过建立规范的投资操作流程和完善的风险控制体系，对客户负责，形成良好的经营风格，赢得客户和社会的信誉，同时，公司还坚持“专业化、职业化、精英化、精细化”的人才管理理念，吸纳了一支具有金融、管理、法律、财务经济等经济领域和管理经验丰富的经营人才团队，内部机制健全，管理体制灵活，发展思路明确，具有广阔的发展前景。全体员工本着“服务客户，互惠互赢，共同发展”的职业信念，全力发展投资业务，提供优质的投资服务。,河北天罡投资管理有限公司,河北省石家庄市裕华区翟营大街41号财库国际商务中心2512、2515室,130100000652589,2015-10-10,赵光辉,1000万元人民币,91130100MA07K1AE3U,www.hbtgtz.com

